301,0.748875,1.13805,1.641,-0.428052,0.162908,-0.0429441,0.887912
302,0.108818,1.5146,1.68642,-0.427357,0.163701,-0.0472128,0.887885
303,0.767209,1.02499,1.8318,-0.432589,0.156413,-0.0298303,0.887419
304,1.05915,1.72154,2.1815,-0.439514,0.149669,-0.0106335,0.885615
305,1.65472,1.08719,2.11322,-0.439619,0.141777,0.0112686,0.886853
306,1.86781,1.29798,2.16178,-0.441393,0.140669,0.0256574,0.885848
307,0.621943,1.34135,1.75042,-0.431334,0.152406,0.0152093,0.889096
308,1.62358,1.22691,2.07123,-0.442355,0.140111,0.0369431,0.885057
309,1.75766,0.83611,2.03708,-0.442059,0.135031,0.050998,0.885296
310,0.917231,2.31015,2.35667,-0.441158,0.141599,0.0507394,0.884734
311,3.0643,0.967817,1.92072,-0.440806,0.109972,0.0872249,0.88656
312,2.12415,1.77698,2.45089,-0.449185,0.119985,0.0807655,0.881654
313,1.91128,1.43567,2.11512,-0.444601,0.11841,0.0847564,0.883813
314,1.86429,1.6761,2.4769,-0.451564,0.117981,0.0920597,0.8796
315,0.383228,1.63026,1.99716,-0.440402,0.131522,0.0792717,0.88457
316,3.64132,0.95857,1.3744,-0.44122,0.0914365,0.136687,0.882202
317,0.500674,1.27717,1.76757,-0.443977,0.117391,0.0924021,0.883496
318,0.700483,1.30491,1.80968,-0.450271,0.110318,0.0961508,0.880819
319,0.338484,1.17999,1.79779,-0.456279,0.11234,0.0914585,0.877966
320,1.58655,1.17385,1.91583,-0.466099,0.0969918,0.112713,0.872147
321,0.269685,2.10485,1.7735,-0.461626,0.109239,0.0952863,0.875151
322,1.8417,1.01593,2.12022,-0.472628,0.0900031,0.114011,0.869209
323,1.0038,1.09369,1.99687,-0.471485,0.098812,0.0993266,0.870674
324,0.664324,1.42891,1.92491,-0.47458,0.0981404,0.0936831,0.869693
325,3.0938,1.02786,1.85661,-0.480446,0.0667049,0.136261,0.863803
326,0.465005,1.28292,1.61867,-0.473685,0.0953771,0.10125,0.86964
327,3.77197,0.771279,2.20897,-0.493007,0.0614989,0.158234,0.853302
328,0.51748,1.44842,1.85111,-0.482905,0.0947524,0.11608,0.862758
329,0.938575,0.942791,1.8644,-0.487786,0.0877151,0.128474,0.858991
330,0.876379,0.493352,1.91625,-0.494439,0.0883301,0.130827,0.854759
331,0.96659,1.20213,1.96679,-0.497909,0.0897184,0.138646,0.851361
332,1.03823,0.978087,1.89135,-0.499215,0.0850414,0.143325,0.8503
333,1.83668,1.36934,2.00018,-0.503883,0.0722163,0.158661,0.845999
334,0.752734,2.12219,1.88551,-0.501585,0.0803428,0.145849,0.848932
335,-2.41057,52.6819,10.4561,0.871551,-0.21086,0.230892,0.377658
